0,2014/12/1 1:35:51,384
0,2014/12/1 1:35:56,391
0,2014/12/1 1:36:02,400
0,2014/12/1 1:36:07,401
0,2014/12/1 1:36:13,398
0,2014/12/1 1:36:18,406
0,2014/12/1 1:36:24,410
0,2014/12/1 1:36:29,421
0,2014/12/1 1:36:35,422
0,2014/12/1 1:36:40,429
0,2014/12/1 1:36:45,433
0,2014/12/1 1:36:51,431
0,2014/12/1 1:36:56,421
0,2014/12/1 1:37:02,418
0,2014/12/1 1:37:07,422
0,2014/12/1 1:37:13,424
0,2014/12/1 1:37:18,417
0,2014/12/1 1:37:24,406
0,2014/12/1 1:37:29,393
0,2014/12/1 1:37:35,389
0,2014/12/1 1:37:40,389
0,2014/12/1 1:37:46,386
0,2014/12/1 1:37:51,381
0,2014/12/1 1:37:56,382
0,2014/12/1 1:38:02,388
0,2014/12/1 1:38:07,387
0,2014/12/1 1:38:13,387
0,2014/12/1 1:38:18,381
0,2014/12/1 1:38:24,380
0,2014/12/1 1:38:29,373
0,2014/12/1 1:38:35,382
0,2014/12/1 1:38:40,377
0,2014/12/1 1:38:46,384
0,2014/12/1 1:38:51,398
0,2014/12/1 1:38:57,402
0,2014/12/1 1:39:02,397
0,2014/12/1 1:39:08,393
0,2014/12/1 1:39:13,391
0,2014/12/1 1:39:18,383
0,2014/12/1 1:39:24,380
0,2014/12/1 1:39:29,383
0,2014/12/1 1:39:35,385
0,2014/12/1 1:39:40,386
0,2014/12/1 1:39:46,388
0,2014/12/1 1:39:51,391
0,2014/12/1 1:39:57,390
0,2014/12/1 1:40:02,390
0,2014/12/1 1:40:08,391
0,2014/12/1 1:40:13,392
0,2014/12/1 1:40:19,389
0,2014/12/1 1:40:24,382
0,2014/12/1 1:40:30,377
0,2014/12/1 1:40:35,369
0,2014/12/1 1:40:41,367
0,2014/12/1 1:40:46,367
0,2014/12/1 1:40:52,363
0,2014/12/1 1:40:57,358
0,2014/12/1 1:41:03,363
0,2014/12/1 1:41:08,362
0,2014/12/1 1:41:14,359
0,2014/12/1 1:41:19,365
0,2014/12/1 1:41:25,367
0,2014/12/1 1:41:30,364
0,2014/12/1 1:41:36,367
0,2014/12/1 1:41:41,370
0,2014/12/1 1:41:47,372
0,2014/12/1 1:41:52,368
0,2014/12/1 1:41:58,365
0,2014/12/1 1:42:03,367
0,2014/12/1 1:42:08,367
0,2014/12/1 1:42:14,362
0,2014/12/1 1:42:19,357
0,2014/12/1 1:42:25,359
0,2014/12/1 1:42:30,357
0,2014/12/1 1:42:36,359
0,2014/12/1 1:42:41,360
0,2014/12/1 1:42:47,359
0,2014/12/1 1:42:52,355
0,2014/12/1 1:42:58,353
0,2014/12/1 1:43:03,356
0,2014/12/1 1:43:09,353
0,2014/12/1 1:43:14,354
0,2014/12/1 1:43:19,350
0,2014/12/1 1:43:25,350
0,2014/12/1 1:43:30,350
